Posting Date;Document Date;Document Header Text;Material;Material Description;Plant;Storage Location;Movement Type;Material Document;Batch;Qty in unit of entry;Unit of Entry;Entry Date;Time of Entry;User Name;Base Unit of Measure;Quantity;Amt.in Loc.Cur.;Goods Recipient
2024/04/30;2024/04/30;RS Dill 30.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054669952;103625/094;-23.960;MT;2024/05/02;14:58:59;ID0857;MT;-23.960;0.00;211000076
2024/04/30;2024/04/30;RS Dill 30.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054669952;103625/094;-24.060;MT;2024/05/02;14:58:59;ID0857;MT;-24.060;0.00;211000076
2024/04/30;2024/04/30;RS Dill 30.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054669952;103625/094;-24.040;MT;2024/05/02;14:58:59;ID0857;MT;-24.040;0.00;211000076
2024/04/29;2024/04/29;RS Dill 29.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054669951;103625/094;-24.220;MT;2024/05/02;14:57:55;ID0857;MT;-24.220;0.00;211000076
2024/04/29;2024/04/29;RS Dill 29.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054669951;103625/094;-23.980;MT;2024/05/02;14:57:55;ID0857;MT;-23.980;0.00;211000076
2024/04/29;2024/04/29;RS Dill 29.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054669951;103625/094;-24.380;MT;2024/05/02;14:57:55;ID0857;MT;-24.380;0.00;211000076
2024/04/29;2024/04/29;RS Dill 29.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054669951;103625/094;-24.140;MT;2024/05/02;14:57:55;ID0857;MT;-24.140;0.00;211000076
2024/04/29;2024/04/29;RS Dill 29.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054669951;103625/094;-24.220;MT;2024/05/02;14:57:55;ID0857;MT;-24.220;0.00;211000076
2024/04/27;2024/04/27;RS Dill 27.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054626784;103625/094;-23.820;MT;2024/04/27;15:22:24;ID0857;MT;-23.820;0.00;211000076
2024/04/27;2024/04/27;RS Dill 27.04.2024;121001071;Raw Sugar (F);2201;2018;Z03;4054626784;103625/094;-24.100;MT;2024/04/27;15:22:24;ID0857;MT;-24.100;0.00;211000076
