Calc. No.;Mgmt. dept. CD;Mgmt. dept. name;YM;LVL;Target item CD;Item CD;Item name;Item type name;Unit;Qty.;[STD]Qty.;Total;[STD]Total;Variable Cost;[STD]Variable Cost;Labour Cost;[STD]Labour Cost;Depreciation;[STD]Depreciation;Repair Maintenance;[STD]Repair Maintenance;Overhead Cost;[STD]Overhead Cost;Retur Cost;[STD]Retur Cost
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000004;121000004;NH3;Raw Material;KG;669220;669220;625465.49;0;625465.49;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000004;121000004;NH3;Raw Material;KG;0;0;0;427631.58;0;0;0;427631.58;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000009;121000009;MAGNESIUM SULPHATE 99.5% MIN;Raw Material;KG;1000;1000;301.51;0;301.51;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000009;121000009;MAGNESIUM SULPHATE 99.5% MIN;Raw Material;KG;0;0;0;212.5;0;0;0;212.5;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000010;121000010;DL-METHIONINE Feed Grade 99%;Raw Material;KG;200;200;1244.15;0;1244.15;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000010;121000010;DL-METHIONINE Feed Grade 99%;Raw Material;KG;0;0;0;1380;0;0;0;1380;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000015;121000015;SS-50;Raw Material;KG;1000;1000;4214.05;0;4214.05;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000015;121000015;SS-50;Raw Material;KG;0;0;0;3018.00936;0;0;0;3018.00936;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000019;121000019;Thiamine Hydrochloride;Raw Material;G;405000;405000;21155.01;0;21155.01;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000019;121000019;Thiamine Hydrochloride;Raw Material;G;0;0;0;19035;0;0;0;19035;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000044;121000044;H2SO4 98 %;Raw Material;KG;1525100;1525100;207640.11;0;207640.11;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000044;121000044;H2SO4 98 %;Raw Material;KG;0;0;0;141670.9008;0;0;0;141670.9008;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000045;121000045;NaOH 48 %;Raw Material;KG;508880;508880;153949.29;0;153949.29;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000045;121000045;NaOH 48 %;Raw Material;KG;0;0;0;108591.3586;0;0;0;108591.3586;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000047;121000047;GARAM CUCI;Raw Material;KG;8000;8000;1606.54;0;1606.54;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000047;121000047;GARAM CUCI;Raw Material;KG;0;0;0;957.14288;0;0;0;957.14288;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000055;121000055;Na2CO3;Raw Material;KG;859380;859380;396120.46;0;396120.46;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000055;121000055;Na2CO3;Raw Material;KG;0;0;0;225065.486;0;0;0;225065.486;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000065;121000065;Polycrin A-511;Raw Material;KG;180;180;693.6;0;693.6;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000065;121000065;Polycrin A-511;Raw Material;KG;0;0;0;645.651756;0;0;0;645.651756;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000066;121000066;NaOCl 12 %;Raw Material;KG;2500;2500;443.14;0;443.14;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000066;121000066;NaOCl 12 %;Raw Material;KG;0;0;0;370.553175;0;0;0;370.553175;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000068;121000068;Gas Bumi;Raw Material;M3;1316302.86;1316302.86;453755.84;0;453755.84;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000068;121000068;Gas Bumi;Raw Material;M3;0;0;0;372795.7799;0;0;0;372795.7799;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000070;121000070;Asam Khlorida 32%;Raw Material;KG;64580;64580;6736.92;0;6736.92;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000070;121000070;Asam Khlorida 32%;Raw Material;KG;0;0;0;2917.632051;0;0;0;2917.632051;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000077;121000077;Kuriflock PA-322;Raw Material;KG;75;75;283.5;0;283.5;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000077;121000077;Kuriflock PA-322;Raw Material;KG;0;0;0;262.5;0;0;0;262.5;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000092;121000092;RIVER WATER;Raw Material;M3;153446;153446;3306.08;0;3306.08;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000092;121000092;RIVER WATER;Raw Material;M3;0;0;0;4000.556648;0;0;0;4000.556648;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000093;121000093;WELL WATER;Raw Material;M3;37781;37781;3047.89;0;3047.89;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000093;121000093;WELL WATER;Raw Material;M3;0;0;0;2091.448106;0;0;0;2091.448106;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000094;121000094;Kurita F-4130;Raw Material;KG;1350;1350;3773.21;0;3773.21;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000094;121000094;Kurita F-4130;Raw Material;KG;0;0;0;3567.857139;0;0;0;3567.857139;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000099;121000099;Kurita S-7616;Raw Material;KG;320;320;1529.39;0;1529.39;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000099;121000099;Kurita S-7616;Raw Material;KG;0;0;0;1531.428573;0;0;0;1531.428573;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000100;121000100;Kurita F-5100;Raw Material;KG;160;160;792.53;0;792.53;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000100;121000100;Kurita F-5100;Raw Material;KG;0;0;0;777.1428576;0;0;0;777.1428576;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000109;121000109;DICLEAN BH-327;Raw Material;KG;540;540;1044;0;1044;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000109;121000109;DICLEAN BH-327;Raw Material;KG;0;0;0;1041.428572;0;0;0;1041.428572;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000111;121000111;DICLEAN C-203;Raw Material;KG;140;140;493.73;0;493.73;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000111;121000111;DICLEAN C-203;Raw Material;KG;0;0;0;490;0;0;0;490;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000227;121000227;KURILEX L-302;Raw Material;KG;600;600;3464;0;3464;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000227;121000227;KURILEX L-302;Raw Material;KG;0;0;0;3450;0;0;0;3450;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000230;121000230;PAC 300;Raw Material;KG;33380;33380;5387.5;0;5387.5;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000230;121000230;PAC 300;Raw Material;KG;0;0;0;4053.285667;0;0;0;4053.285667;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000233;121000233;ELECTRIC PLN;Raw Material;MWH;1842480;1842480;128234.01;0;128234.01;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000233;121000233;ELECTRIC PLN;Raw Material;MWH;0;0;0;149109.2717;0;0;0;149109.2717;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000240;121000240;TAX COGEN;Raw Material;MWH;3749760;3749760;2306.9;0;2306.9;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000240;121000240;TAX COGEN;Raw Material;MWH;0;0;0;6792.915226;0;0;0;6792.915226;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000295;121000295;Kurifloat SB;Raw Material;KG;40;40;42.67;0;42.67;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000295;121000295;Kurifloat SB;Raw Material;KG;0;0;0;41.4285716;0;0;0;41.4285716;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000298;121000298;Kuriverter N-5005;Raw Material;KG;240;240;646.4;0;646.4;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000298;121000298;Kuriverter N-5005;Raw Material;KG;0;0;0;642.8571432;0;0;0;642.8571432;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000299;121000299;Kuriverter IK-110;Raw Material;KG;900;900;1356;0;1356;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000299;121000299;Kuriverter IK-110;Raw Material;KG;0;0;0;1317.857139;0;0;0;1317.857139;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000322;121000322;Activated Carbon  YL-100;Raw Material;KG;15400;15400;30184;0;30184;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000322;121000322;Activated Carbon  YL-100;Raw Material;KG;0;0;0;30137.8;0;0;0;30137.8;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121000944;121000944;ARONVIS  SX;Raw Material;KG;0;0;11.11;0;11.11;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001002;121001002;Paralel Fee GTG;Raw Material;KVA;7012;7012;18951.7;0;18951.7;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001002;121001002;Paralel Fee GTG;Raw Material;KVA;0;0;0;22288.14287;0;0;0;22288.14287;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001071;121001071;Raw Sugar (F);Raw Material;MT;3000;3000;1373802.98;0;1373802.98;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001072;121001072;Beet Molasses (F);Raw Material;MT;4000;4000;1231727.29;0;1231727.29;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001076;121001076;Kurita S-1039;Raw Material;KG;1300;1300;6741.81;0;6741.81;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001157;121001157;Methanol;Raw Material;KG;1872;1872;1187.94;0;1187.94;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001192;121001192;VC Ascorbic Acid regular;Raw Material;KG;25;25;137.31;0;137.31;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001217;121001217;KURIVERTER BP-202;Raw Material;KG;20;20;140.93;0;140.93;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001261;121001261;Kurita F-7425;Raw Material;KG;180;180;804;0;804;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;121001330;121001330;AIR PDAM;Raw Material;KL;380;380;766.56;0;766.56;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000218;122000218;COVER SMALL;Raw Material Packing;PC;2000;2000;4571.84;0;4571.84;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000218;122000218;COVER SMALL;Raw Material Packing;PC;0;0;0;4722.96106;0;0;0;4722.96106;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000219;122000219;CARTON SHEET 110 X 110;Raw Material Packing;PC;4500;4500;1541.63;0;1541.63;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000219;122000219;CARTON SHEET 110 X 110;Raw Material Packing;PC;0;0;0;1175.58882;0;0;0;1175.58882;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000351;122000351;CARTON SHEET 110X130;Raw Material Packing;PC;4000;4000;1675.82;0;1675.82;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000351;122000351;CARTON SHEET 110X130;Raw Material Packing;PC;0;0;0;1262.07276;0;0;0;1262.07276;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000449;122000449;RRUBBER BAND;Raw Material Packing;KG;100;100;728.43;0;728.43;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000449;122000449;RRUBBER BAND;Raw Material Packing;KG;0;0;0;666.389547;0;0;0;666.389547;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000452;122000452;COVER INNER TYING ( 24 x 45 );Raw Material Packing;KG;100;100;293.31;0;293.31;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000452;122000452;COVER INNER TYING ( 24 x 45 );Raw Material Packing;KG;0;0;0;246.677709;0;0;0;246.677709;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000454;122000454;LDPE S FILM ( 0,25 x 1300 x 1000 );Raw Material Packing;ROL;40;40;3344.48;0;3344.48;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000454;122000454;LDPE S FILM ( 0,25 x 1300 x 1000 );Raw Material Packing;ROL;0;0;0;3861.14432;0;0;0;3861.14432;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000457;122000457;TAMPAR PLASTIK 8mm;Raw Material Packing;KG;201;201;578.13;0;578.13;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000457;122000457;TAMPAR PLASTIK 8mm;Raw Material Packing;KG;0;0;0;502.7845838;0;0;0;502.7845838;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000476;122000476;PAPER BAG 25 KG POLOS ( 3 PLY );Raw Material Packing;PC;4450;4450;3070.5;0;3070.5;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000476;122000476;PAPER BAG 25 KG POLOS ( 3 PLY );Raw Material Packing;PC;0;0;0;1847.258502;0;0;0;1847.258502;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000507;122000507;STICKER DAMAM;Raw Material Packing;PC;2800;2800;105.82;0;105.82;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000507;122000507;STICKER DAMAM;Raw Material Packing;PC;0;0;0;81.767672;0;0;0;81.767672;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000546;122000546;Glue Presto - PC 3350X;Raw Material Packing;KG;40;40;69.57;0;69.57;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000546;122000546;Glue Presto - PC 3350X;Raw Material Packing;KG;0;0;0;60.3789104;0;0;0;60.3789104;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000549;122000549;Container Bag AJX – 01;Raw Material Packing;PC;3000;3000;27089.94;0;27089.94;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000549;122000549;Container Bag AJX – 01;Raw Material Packing;PC;0;0;0;24233.65095;0;0;0;24233.65095;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000550;122000550;Container Bag AJX – 02;Raw Material Packing;PC;1000;1000;8533.34;0;8533.34;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000550;122000550;Container Bag AJX – 02;Raw Material Packing;PC;0;0;0;7793.56064;0;0;0;7793.56064;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000622;122000622;Lackban  Hitam  2 Inch;Raw Material Packing;ROL;50;50;41.81;0;41.81;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000622;122000622;Lackban  Hitam  2 Inch;Raw Material Packing;ROL;0;0;0;43.1954555;0;0;0;43.1954555;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000635;122000635;Carton Sheet (110 x 180)cm;Raw Material Packing;PC;3000;3000;1736.83;0;1736.83;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000635;122000635;Carton Sheet (110 x 180)cm;Raw Material Packing;PC;0;0;0;1311.88578;0;0;0;1311.88578;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000641;122000641;Sticker Nex Aji Korea;Raw Material Packing;PC;2900;2900;60.13;0;60.13;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000641;122000641;Sticker Nex Aji Korea;Raw Material Packing;PC;0;0;0;49.101205;0;0;0;49.101205;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000716;122000716;Ink  V 411 D;Raw Material Packing;L;1.5;1.5;314.4;0;314.4;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000716;122000716;Ink  V 411 D;Raw Material Packing;L;0;0;0;279.636;0;0;0;279.636;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000721;122000721;Sticker Nex (Australia);Raw Material Packing;PC;12000;12000;44.11;0;44.11;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122000721;122000721;Sticker Nex (Australia);Raw Material Packing;PC;0;0;0;41.72424;0;0;0;41.72424;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122001311;122001311;Inner Container Bag 1900x3000 Tanpa Seal;Raw Material Packing;PC;2000;2000;2093.8;0;2093.8;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122001439;122001439;PLASTIC BAG 600 X 700;Raw Material Packing;PC;0;0;0.25;0;0.25;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122001671;122001671;OUTER PAPER BAG 20KG IFC AJI;Raw Material Packing;PC;4300;4300;2007.13;0;2007.13;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122001672;122001672;OUTER PAPER BAG 20KG IRC AJI;Raw Material Packing;PC;5100;5100;2380;0;2380;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122002171;122002171;OUTER BOX 1 LB (454) A AJI;Raw Material Packing;PC;5360;5360;3782.47;0;3782.47;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122002172;122002172;PAPER BAG 25 KG FC (HALAL) 3 PLY AJI;Raw Material Packing;PC;8000;8000;5866.68;0;5866.68;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122002173;122002173;PAPER BAG 25 KG PF (HALAL) 3 PLY AJI;Raw Material Packing;PC;2000;2000;1460.63;0;1460.63;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122002683;122002683;Slip Sheet (1085 x 1350) 675GSM;Raw Material Packing;PC;4500;4500;6637.12;0;6637.12;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122002784;122002784;AIR BAG Size 600 x 900 mm 2 ply;Raw Material Packing;PC;200;200;951.1;0;951.1;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122002936;122002936;Film 1 LB KSA NEX NEW DESIGN;Raw Material Packing;PC;539500;539500;9318.45;0;9318.45;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;122002937;122002937;OUTER BOX 1 LB (454) C NEW DESIGN;Raw Material Packing;PC;9220;9220;3268.63;0;3268.63;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;0;124000012;124000012;RC 800KG C/B Exp NEX;Finish Good;KG;96000;96000;5501.52768;0;0;0;1392.31296;0;1042.4112;0;30.84288;0;3035.96064;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000218;COVER SMALL;Raw Material Packing;PC;120;0;271.9103316;0;271.9103316;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000219;CARTON SHEET 110 X 110;Raw Material Packing;PC;160.03;0;55.14577629;0;55.14577629;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000223;SUPER LOCK;Raw Material Packing;PC;5.38;0;3.17939192;0;3.17939192;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000231;PLASTIC J-4;Raw Material Packing;PC;21.57;0;5.69930586;0;5.69930586;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000351;CARTON SHEET 110X130;Raw Material Packing;PC;77.05;0;32.35470502;0;32.35470502;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000449;RRUBBER BAND;Raw Material Packing;KG;2.72;0;19.63039923;0;19.63039923;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000452;COVER INNER TYING ( 24 x 45 );Raw Material Packing;KG;1.98;0;5.74495317;0;5.74495317;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000454;LDPE S FILM ( 0,25 x 1300 x 1000 );Raw Material Packing;ROL;0.76;0;64.07214829;0;64.07214829;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000457;TAMPAR PLASTIK 8mm;Raw Material Packing;KG;7;0;19.71709544;0;19.71709544;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000462;CELLULOSE TAPE 2 INCH x 72 Y;Raw Material Packing;ROL;5.49;0;4.31651755;0;4.31651755;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000550;Container Bag AJX – 02;Raw Material Packing;PC;120;0;1030.900552;0;1030.900552;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000622;Lackban  Hitam  2 Inch;Raw Material Packing;ROL;0.62;0;0.54235295;0;0.54235295;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000635;Carton Sheet (110 x 180)cm;Raw Material Packing;PC;60.87;0;35.43937105;0;35.43937105;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122000745;Inner Container Bag 1900x3300 Tanpa Seal;Raw Material Packing;PC;120;0;124.6351668;0;124.6351668;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122001439;PLASTIC BAG 600 X 700;Raw Material Packing;PC;29.99;0;3.72662698;0;3.72662698;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;122002683;Slip Sheet (1085 x 1350) 675GSM;Raw Material Packing;PC;140.7;0;209.4105059;0;209.4105059;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;201000005;Electric;SFG Utility;KCAL;66912.7488;0;5.41591789;0;5.41591789;0;0;0;0;0;0;0;0;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;  1;124000012;211000010;SFG MSG Bulk;SFG Bulk;KG;96169.112;0;4442.966413;0;4350.48481;0;24.25800646;0;39.53307644;0;15.78839859;0;12.90212205;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;    2;124000012;211000001;MSG (NEX) BULK;SFG Bulk;KG;93328.19942;0;2312.160774;0;0;0;727.9498819;0;1050.185465;0;250.4378948;0;283.5875321;0;0;0
BL576;2201;NEX - Mojokerto;01/04/2023 00:00;      3;124000012;121000047;GARAM CUCI;Raw Material;KG;134.3221027;0;25.77201246;0;25.77201246;0;0;0;0;0;0;0;0;0;0;0
