Posting Date;Document Date;Document Header Text;Purchase Order;Reference;Material;Material Description;Plant;Storage Location;Movement Type;Material Document;Batch;Qty in Un. of Entry;Unit of Entry;Entry Date;Time of Entry;User name;Base Unit of Measure;Quantity;Debit/Credit Ind.;Amount in LC;Sales Order;Text;Customer;Vendor;Vendor Name;Goods recipient;SO;SaType;Sold to party;Name 1;PO Number;NO PEB;Tanggal PEB
2023/03/01;2023/03/01;;;2049077479;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048789853;P26012023;-51;MT;2023/03/21;09:53:23;ID0485;CB;-51;H;0;;;1100000001;;;1100000001;849001584;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230228;;
2023/03/01;2023/03/01;;;2049077479;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048789853;P25012023;-49;MT;2023/03/21;09:53:23;ID0485;CB;-49;H;0;;;1100000001;;;1100000001;849001584;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230228;;
2023/03/01;2023/03/01;;;2049077477;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048789851;P24012023;-3;MT;2023/03/21;09:53:03;ID0485;CB;-3;H;0;;;1100000001;;;1100000001;849001763;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230226;;
2023/03/01;2023/03/01;;;2049077477;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048789851;P23012023;-114;MT;2023/03/21;09:53:03;ID0485;CB;-114;H;0;;;1100000001;;;1100000001;849001763;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230226;;
2023/02/24;2023/02/24;;;2049026091;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048428190;P16012023;-15;MT;2023/02/28;15:28:32;ID0485;CB;-15;H;0;;;1100000001;;;1100000001;848599805;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23031;;
2023/02/24;2023/02/24;;;2049026091;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048428190;P15012023;-80;MT;2023/02/28;15:28:32;ID0485;CB;-80;H;0;;;1100000001;;;1100000001;848599805;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23031;;
2023/02/24;2023/02/24;;;2049026091;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048428190;P13012023;-85;MT;2023/02/28;15:28:32;ID0485;CB;-85;H;0;;;1100000001;;;1100000001;848599805;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23031;;
2023/02/24;2023/02/24;;;2049026091;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048428190;P14012023;-120;MT;2023/02/28;15:28:32;ID0485;CB;-120;H;0;;;1100000001;;;1100000001;848599805;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23031;;
2023/02/22;2023/02/23;;;2049006341;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426633;P20012023;-41;MT;2023/02/28;09:31:15;ID0485;CB;-41;H;0;;;1100000001;;;1100000001;848943014;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230224;;
2023/02/22;2023/02/23;;;2049006341;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426633;P21012023;-96;MT;2023/02/28;09:31:15;ID0485;CB;-96;H;0;;;1100000001;;;1100000001;848943014;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230224;;
2023/02/22;2023/02/23;;;2049006341;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426633;P22012023;-3;MT;2023/02/28;09:31:15;ID0485;CB;-3;H;0;;;1100000001;;;1100000001;848943014;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230224;;
2023/02/21;2023/02/22;;;2048987748;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426553;P20012023;-55;MT;2023/02/28;09:15:41;ID0485;CB;-55;H;0;;;1100000001;;;1100000001;848778175;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230220;;
2023/02/21;2023/02/22;;;2048988871;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426557;P30012023;-78;MT;2023/02/28;09:17:04;ID0485;CB;-78;H;0;;;1100000001;;;1100000001;848822198;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230222;;
2023/02/21;2023/02/22;;;2048987748;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426553;P19012023;-45;MT;2023/02/28;09:15:41;ID0485;CB;-45;H;0;;;1100000001;;;1100000001;848778175;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230220;;
2023/02/21;2023/02/22;;;2048988871;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426557;P06022023;-2;MT;2023/02/28;09:17:04;ID0485;CB;-2;H;0;;;1100000001;;;1100000001;848822198;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230222;;
2023/02/20;2023/02/21;;;2048974952;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426552;P19012023;-3;MT;2023/02/28;09:14:15;ID0485;CB;-3;H;0;;;1100000001;;;1100000001;848778356;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230219;;
2023/02/20;2023/02/21;;;2048974952;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426552;P17012023;-66;MT;2023/02/28;09:14:15;ID0485;CB;-66;H;0;;;1100000001;;;1100000001;848778356;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230219;;
2023/02/20;2023/02/21;;;2048974952;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426552;P07012023;-19;MT;2023/02/28;09:14:15;ID0485;CB;-19;H;0;;;1100000001;;;1100000001;848778356;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230219;;
2023/02/20;2023/02/21;;;2048974952;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426552;P25122022;-52;MT;2023/02/28;09:14:15;ID0485;CB;-52;H;0;;;1100000001;;;1100000001;848778356;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230219;;
2023/02/16;2023/02/20;;;2048958036;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426550;P25122022;-18;MT;2023/02/28;09:13:32;ID0485;CB;-18;H;0;;;1100000001;;;1100000001;848712507;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230217;;
2023/02/16;2023/02/20;;;2048958036;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426550;P24122022;-82;MT;2023/02/28;09:13:32;ID0485;CB;-82;H;0;;;1100000001;;;1100000001;848712507;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230217;;
2023/02/15;2023/02/11;;;2048862039;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224841;P20122022;-24;MT;2023/02/15;14:29:24;ID0485;CB;-24;H;0;;;1100000001;;;1100000001;848711802;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230207;;
2023/02/15;2023/02/11;;;2048862039;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224841;P21122022;-76;MT;2023/02/15;14:29:24;ID0485;CB;-76;H;0;;;1100000001;;;1100000001;848711802;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230207;;
2023/02/14;2023/02/14;;;2048890315;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426516;P21122022;-16;MT;2023/02/28;09:11:49;ID0485;CB;-16;H;0;;;1100000001;;;1100000001;848771937;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230215;;
2023/02/14;2023/02/14;;;2048890315;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426516;P22122022;-94;MT;2023/02/28;09:11:49;ID0485;CB;-94;H;0;;;1100000001;;;1100000001;848771937;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230215;;
2023/02/14;2023/02/14;;;2048890315;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426516;P23122022;-10;MT;2023/02/28;09:11:49;ID0485;CB;-10;H;0;;;1100000001;;;1100000001;848771937;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230215;;
2023/02/14;2023/02/14;;;2048890640;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426517;P23122022;-86;MT;2023/02/28;09:12:21;ID0485;CB;-86;H;0;;;1100000001;;;1100000001;848772019;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230216;;
2023/02/14;2023/02/14;;;2048890640;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426517;P24122022;-14;MT;2023/02/28;09:12:21;ID0485;CB;-14;H;0;;;1100000001;;;1100000001;848772019;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230216;;
2023/02/09;2023/02/16;;;2048919182;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426519;P27012023;-54;MT;2023/02/28;09:13:09;ID0485;CB;-54;H;0;;;1100000001;;;1100000001;848761409;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230210;;
2023/02/09;2023/02/16;;;2048919182;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426519;P28012023;-96;MT;2023/02/28;09:13:09;ID0485;CB;-96;H;0;;;1100000001;;;1100000001;848761409;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230210;;
2023/02/09;2023/02/16;;;2048919182;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426519;P29012023;-84;MT;2023/02/28;09:13:09;ID0485;CB;-84;H;0;;;1100000001;;;1100000001;848761409;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230210;;
2023/02/09;2023/02/16;;;2048919182;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426519;P30012023;-26;MT;2023/02/28;09:13:09;ID0485;CB;-26;H;0;;;1100000001;;;1100000001;848761409;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230210;;
2023/02/06;2023/02/15;;;2048910125;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426518;P27012023;-20;MT;2023/02/28;09:12:44;ID0485;CB;-20;H;0;;;1100000001;;;1100000001;848712394;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230205;;
2023/02/06;2023/02/15;;;2048910125;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426518;P18012023;-48;MT;2023/02/28;09:12:44;ID0485;CB;-48;H;0;;;1100000001;;;1100000001;848712394;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230205;;
2023/02/06;2023/02/15;;;2048910125;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426518;P03012023;-66;MT;2023/02/28;09:12:44;ID0485;CB;-66;H;0;;;1100000001;;;1100000001;848712394;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230205;;
2023/02/06;2023/02/15;;;2048910125;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426518;P01012023;-74;MT;2023/02/28;09:12:44;ID0485;CB;-74;H;0;;;1100000001;;;1100000001;848712394;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230205;;
2023/02/06;2023/02/15;;;2048910125;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048426518;P31122022;-12;MT;2023/02/28;09:12:44;ID0485;CB;-12;H;0;;;1100000001;;;1100000001;848712394;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230205;;
2023/02/03;2023/02/04;;;2048770047;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224833;P20122022;-88;MT;2023/02/15;14:25:19;ID0485;CB;-88;H;0;;;1100000001;;;1100000001;848678698;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230202;;
2023/02/03;2023/02/04;;;2048770047;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224833;P19122022;-12;MT;2023/02/15;14:25:19;ID0485;CB;-12;H;0;;;1100000001;;;1100000001;848678698;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230202;;
2023/02/02;2023/02/04;;;2048770042;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224920;P31122022;-86;MT;2023/02/15;14:45:21;ID0485;CB;-86;H;0;;;1100000001;;;1100000001;848515003;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230120;;
2023/02/02;2023/02/04;;;2048770042;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224920;P30122022;-90;MT;2023/02/15;14:45:21;ID0485;CB;-90;H;0;;;1100000001;;;1100000001;848515003;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230120;;
2023/02/02;2023/02/04;;;2048770042;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224920;P29122022;-24;MT;2023/02/15;14:45:21;ID0485;CB;-24;H;0;;;1100000001;;;1100000001;848515003;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230120;;
2023/02/02;2023/02/04;;;2048770046;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224831;P19122022;-114;MT;2023/02/15;14:24:59;ID0485;CB;-114;H;0;;;1100000001;;;1100000001;848680680;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230201;;
2023/02/02;2023/02/04;;;2048770046;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224831;P18122022;-78;MT;2023/02/15;14:24:59;ID0485;CB;-78;H;0;;;1100000001;;;1100000001;848680680;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230201;;
2023/02/02;2023/02/04;;;2048770046;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4048224831;P17122022;-8;MT;2023/02/15;14:24:59;ID0485;CB;-8;H;0;;;1100000001;;;1100000001;848680680;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230201;;
2023/01/27;2023/01/30;;;2048699975;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992449;P29122022;-52;MT;2023/01/31;15:12:59;ID0485;CB;-52;H;0;;;1100000001;;;1100000001;848451895;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230118;;
2023/01/27;2023/01/30;;;2048699975;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992449;P27122022;-82;MT;2023/01/31;15:12:59;ID0485;CB;-82;H;0;;;1100000001;;;1100000001;848451895;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230118;;
2023/01/27;2023/01/30;;;2048699975;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992449;P28122022;-66;MT;2023/01/31;15:12:59;ID0485;CB;-66;H;0;;;1100000001;;;1100000001;848451895;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230118;;
2023/01/26;2023/01/28;;;2048699410;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992427;P09012023;-5;MT;2023/01/31;15:10:02;ID0485;CB;-5;H;0;;;1100000001;;;1100000001;848533733;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23022;;
2023/01/26;2023/01/28;;;2048699410;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992427;P10012023;-134;MT;2023/01/31;15:10:02;ID0485;CB;-134;H;0;;;1100000001;;;1100000001;848533733;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23022;;
2023/01/26;2023/01/28;;;2048699410;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992427;P11012023;-106;MT;2023/01/31;15:10:02;ID0485;CB;-106;H;0;;;1100000001;;;1100000001;848533733;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23022;;
2023/01/26;2023/01/28;;;2048699410;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992427;P12012023;-132;MT;2023/01/31;15:10:02;ID0485;CB;-132;H;0;;;1100000001;;;1100000001;848533733;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23022;;
2023/01/26;2023/01/28;;;2048699410;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992427;P13012023;-23;MT;2023/01/31;15:10:02;ID0485;CB;-23;H;0;;;1100000001;;;1100000001;848533733;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23022;;
2023/01/25;2023/01/25;;;2048659164;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992422;P09012023;-129;MT;2023/01/31;15:09:12;ID0485;CB;-129;H;0;;;1100000001;;;1100000001;848533688;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23021;;
2023/01/25;2023/01/25;;;2048659164;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992422;P08012023;-75;MT;2023/01/31;15:09:12;ID0485;CB;-75;H;0;;;1100000001;;;1100000001;848533688;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23021;;
2023/01/25;2023/01/25;;;2048659164;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992422;P07012023;-80;MT;2023/01/31;15:09:12;ID0485;CB;-80;H;0;;;1100000001;;;1100000001;848533688;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23021;;
2023/01/25;2023/01/25;;;2048659164;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992422;P12122022;-16;MT;2023/01/31;15:09:12;ID0485;CB;-16;H;0;;;1100000001;;;1100000001;848533688;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23021;;
2023/01/24;2023/01/25;;;2048658764;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992454;P17122022;-40;MT;2023/01/31;15:13:18;ID0485;CB;-40;H;0;;;1100000001;;;1100000001;848509088;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230116;;
2023/01/24;2023/01/25;;;2048658764;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992454;P14122022;-76;MT;2023/01/31;15:13:18;ID0485;CB;-76;H;0;;;1100000001;;;1100000001;848509088;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230116;;
2023/01/24;2023/01/25;;;2048658764;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992454;P15122022;-90;MT;2023/01/31;15:13:18;ID0485;CB;-90;H;0;;;1100000001;;;1100000001;848509088;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230116;;
2023/01/24;2023/01/25;;;2048658764;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047992454;P16122022;-94;MT;2023/01/31;15:13:18;ID0485;CB;-94;H;0;;;1100000001;;;1100000001;848509088;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230116;;
2023/01/19;2023/01/21;;;2048610614;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947217;P13122022;-76;MT;2023/01/27;10:38:47;ID0485;CB;-76;H;0;;;1100000001;;;1100000001;848448282;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230111;;
2023/01/19;2023/01/21;;;2048610614;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947217;P14122022;-24;MT;2023/01/27;10:38:47;ID0485;CB;-24;H;0;;;1100000001;;;1100000001;848448282;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230111;;
2023/01/13;2023/01/18;;;2048560203;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947184;P03122022;-72;MT;2023/01/27;10:35:50;ID0485;CB;-72;H;0;;;1100000001;;;1100000001;848409309;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230108;;
2023/01/13;2023/01/18;;;2048560203;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947184;P01122022;-98;MT;2023/01/27;10:35:50;ID0485;CB;-98;H;0;;;1100000001;;;1100000001;848409309;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230108;;
2023/01/13;2023/01/18;;;2048560203;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947184;P30112022;-16;MT;2023/01/27;10:35:50;ID0485;CB;-16;H;0;;;1100000001;;;1100000001;848409309;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230108;;
2023/01/13;2023/01/18;;;2048560203;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947184;P13122022;-14;MT;2023/01/27;10:35:50;ID0485;CB;-14;H;0;;;1100000001;;;1100000001;848409309;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230108;;
2023/01/12;2023/01/18;;;2048559941;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947182;P30112022;-85;MT;2023/01/27;10:35:31;ID0485;CB;-85;H;0;;;1100000001;;;1100000001;848409188;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230107;;
2023/01/12;2023/01/18;;;2048559941;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947182;P29112022;-15;MT;2023/01/27;10:35:31;ID0485;CB;-15;H;0;;;1100000001;;;1100000001;848409188;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230107;;
2023/01/06;2023/01/07;;;2048428067;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947171;P12122022;-97;MT;2023/01/27;10:33:47;ID0485;CB;-97;H;0;;;1100000001;;;1100000001;848345551;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23012;;
2023/01/06;2023/01/07;;;2048428067;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947171;P08122022;-45;MT;2023/01/27;10:33:47;ID0485;CB;-45;H;0;;;1100000001;;;1100000001;848345551;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23012;;
2023/01/06;2023/01/07;;;2048428067;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947171;P09122022;-92;MT;2023/01/27;10:33:47;ID0485;CB;-92;H;0;;;1100000001;;;1100000001;848345551;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23012;;
2023/01/06;2023/01/07;;;2048428067;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947171;P10122022;-92;MT;2023/01/27;10:33:47;ID0485;CB;-92;H;0;;;1100000001;;;1100000001;848345551;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23012;;
2023/01/06;2023/01/07;;;2048428067;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947171;P11122022;-74;MT;2023/01/27;10:33:47;ID0485;CB;-74;H;0;;;1100000001;;;1100000001;848345551;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23012;;
2023/01/05;2023/01/06;;;2048421753;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947170;P29112022;-100;MT;2023/01/27;10:33:25;ID0485;CB;-100;H;0;;;1100000001;;;1100000001;848345501;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230103;;
2023/01/04;2023/01/06;;;2048412868;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947167;P08122022;-65;MT;2023/01/27;10:32:21;ID0485;CB;-65;H;0;;;1100000001;;;1100000001;848345550;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23011;;
2023/01/04;2023/01/06;;;2048412868;124000114;RC 1000 KG C/B Exp NEX;2201;2014;601;4047947167;P07122022;-15;MT;2023/01/27;10:32:21;ID0485;CB;-15;H;0;;;1100000001;;;1100000001;848345550;ZEXO;1100000001;AJINOMOTO CO., INC.;IM-23011;;
2023/06/23;2023/06/23;;;2050372756;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050109685;P17052023;-3;MT;2023/06/26;14:24:20;ID0485;CAR;-150;H;0;;;1100000001;;;1100000001;850211129;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230620;;
2023/06/21;2023/06/21;;;2050328158;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050109680;P13062023;-6;MT;2023/06/26;14:22:57;ID0485;CAR;-300;H;0;;;1100000001;;;1100000001;850273420;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230619;;
2023/06/21;2023/06/21;;;2050328158;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050109680;P22052023;-11.4;MT;2023/06/26;14:22:57;ID0485;CAR;-570;H;0;;;1100000001;;;1100000001;850273420;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230619;;
2023/06/15;2023/06/17;;;2050280306;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050051025;P20052023;-34;MT;2023/06/22;19:34:32;ID0485;CAR;-1700;H;0;;;1100000001;;;1100000001;850178064;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230613;;
2023/06/15;2023/06/17;;;2050280306;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050051025;P22052023;-6.8;MT;2023/06/22;19:34:32;ID0485;CAR;-340;H;0;;;1100000001;;;1100000001;850178064;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230613;;
2023/06/15;2023/06/17;;;2050280307;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050051026;P05062023;-6;MT;2023/06/22;19:35:07;ID0485;CAR;-300;H;0;;;1100000001;;;1100000001;850178586;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230612;;
2023/06/15;2023/06/17;;;2050280306;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050051025;P19052023;-28.8;MT;2023/06/22;19:34:32;ID0485;CAR;-1440;H;0;;;1100000001;;;1100000001;850178064;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230613;;
2023/06/08;2023/06/10;;;2050195279;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050019393;P17052023;-8;MT;2023/06/20;15:46:53;ID0485;CAR;-400;H;0;;;1100000001;;;1100000001;850110851;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230602;;
2023/06/08;2023/06/10;;;2050195280;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050019394;P22052023;-7;MT;2023/06/20;15:47:53;ID0485;CAR;-350;H;0;;;1100000001;;;1100000001;850110852;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230603;;
2023/06/03;2023/06/03;;;2050118159;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050019327;P19052023;-4.4;MT;2023/06/20;15:39:31;ID0485;CAR;-220;H;0;;;1100000001;;;1100000001;849985779;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230539;;
2023/06/03;2023/06/03;;;2050118159;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050019327;P17052023;-19;MT;2023/06/20;15:39:31;ID0485;CAR;-950;H;0;;;1100000001;;;1100000001;849985779;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230539;;
2023/06/03;2023/06/03;;;2050118159;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050019327;P18042023;-16;MT;2023/06/20;15:39:31;ID0485;CAR;-800;H;0;;;1100000001;;;1100000001;849985779;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230539;;
2023/06/03;2023/06/03;;;2050118159;124000400;RC 1KG (1x20) NEX;2201;2014;601;4050019327;P17042023;-7.4;MT;2023/06/20;15:39:31;ID0485;CAR;-370;H;0;;;1100000001;;;1100000001;849985779;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230539;;
2023/05/16;2023/05/24;;;2050011117;124000400;RC 1KG (1x20) NEX;2201;2014;601;4049703458;P20032023;-7;MT;2023/05/29;12:37:24;ID0485;CAR;-350;H;0;;;1100000001;;;1100000001;849705925;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230525;;
2023/05/11;2023/05/20;;;2049971848;124000400;RC 1KG (1x20) NEX;2201;2014;601;4049608080;P18042023;-5;MT;2023/05/23;12:35:58;ID0485;CAR;-250;H;0;;;1100000001;;;1100000001;849739230;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230517;;
2023/05/05;2023/05/12;;;2049880926;124000400;RC 1KG (1x20) NEX;2201;2014;601;4049608027;P17042023;-30.6;MT;2023/05/23;12:17:35;ID0485;CAR;-1530;H;0;;;1100000001;;;1100000001;849741780;ZEXO;1100000001;AJINOMOTO CO., INC.;AN-230506;;
